type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,duration_int,duration_type,year_added_scaled
0,Planet 51,Jorge Blanco,"Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman, Seann William Scott, John Cleese, Freddie Benedict, Alan Marriott, Mathew Horne, James Corden","Spain, United Kingdom, United States",2019-01-23,2009,4,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2019.0,1.0,91,min,0.05404249988185286
0,Iceman,Law Wing-cheong,"Donnie Yen, Wang Baoqiang, Shengyi Huang, Yu Kang, Simon Yam, Lam Suet, Singh Hartihan Bitto, Mark Wu","China, Hong Kong",2018-01-23,2014,6,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018.0,1.0,104,min,0.042236327178478986
0,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",United States,2018-01-23,2016,5,77 min,"Comedies, Independent Movies",2018.0,1.0,77,min,0.042236327178478986
0,Todd Glass: Act Happy,Scott Moran,Todd Glass,United States,2018-01-23,2018,9,63 min,Stand-Up Comedy,2018.0,1.0,63,min,0.042236327178478986
0,Gad Gone Wild,Mario Rouleau,Gad Elmaleh,France,2017-01-23,2017,9,57 min,Stand-Up Comedy,2017.0,1.0,57,min,0.030430154475105116
1,Chelsea Does,No Info,Chelsea Handler,United States,2016-01-23,2016,9,1 Season,"Docuseries, Science & Nature TV",2016.0,1.0,1,Season,0.018623981771731243
0,Iliza Shlesinger: Freezing Hot,No Info,Iliza Shlesinger,Unknown,2015-01-23,2015,9,72 min,Stand-Up Comedy,2015.0,1.0,72,min,0.0068178090683573694
0,Countdown to Death: Pablo Escobar,"Santiago Diaz, Pablo Martin Farina",,Unknown,2018-01-22,2017,9,69 min,"Documentaries, International Movies",2018.0,1.0,69,min,0.042236327178478986
1,The Traffickers,No Info,Nelufar Hedayat,United States,2018-01-22,2016,9,1 Season,"Crime TV Shows, Docuseries",2018.0,1.0,1,Season,0.042236327178478986
0,Where's the Money,Scott Zabielski,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta",United States,2018-01-22,2017,6,86 min,Comedies,2018.0,1.0,86,min,0.042236327178478986
0,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",Ricardo O'Farrill,Mexico,2016-01-22,2016,9,92 min,Stand-Up Comedy,2016.0,1.0,92,min,0.018623981771731243
1,Justice,Ahmed Khaled Moussa,"Fatima Al Taei, Mansoor Alfeeli, Malak Al Khalidi, Khalifa Albhri, Nivin Madi, Mohammed Alamry, Bilal Abdullah, Abdullah Almaqbali, Alaa Shaker, Abdullah Bin Haidar, Humaid Alawadi",United Arab Emirates,2019-01-21,2018,7,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019.0,1.0,1,Season,0.05404249988185286
1,Love and Hong Kong,No Info,"Eiko Koike, Ryo Yoshizawa, Fumika Baba, Moga Mogami, Tomo Yanagishita, Kaoru Nagata, Ryo Iwamatsu",Japan,2018-01-20,2017,7,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018.0,1.0,1,Season,0.042236327178478986
0,Caida del Cielo,Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,2017-01-20,2016,2,78 min,"Comedies, International Movies, Romantic Movies",2017.0,1.0,78,min,0.030430154475105116
0,Pink,Aniruddha Roy Chowdhury,"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar",India,2017-01-20,2016,2,130 min,"Dramas, International Movies",2017.0,1.0,130,min,0.030430154475105116
0,Take the 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,2017-01-20,2017,9,80 min,Comedies,2017.0,1.0,80,min,0.030430154475105116
0,Half Girlfriend,Mohit Suri,"Arjun Kapoor, Shraddha Kapoor, Vikrant Massey, Seema Biswas, Rhea Chakraborty, Sujata Sehgal, Anisa Butt",India,2020-01-02,2017,10,129 min,"Dramas, International Movies, Romantic Movies",2020.0,1.0,129,min,0.06584867258522674
1,"Sex, Explained",No Info,Janelle Monáe,United States,2020-01-02,2020,9,1 Season,"Docuseries, Science & Nature TV",2020.0,1.0,1,Season,0.06584867258522674
1,Thieves of the Wood,No Info,"Matteo Simoni, Tom Van Dyck, Stef Aerts, Anne-Laure Vandeputte, Jeroen Perceval, Charlotte Timmers, Dirk Roofthooft, Anemone Valcke",Belgium,2020-01-02,2019,9,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2020.0,1.0,1,Season,0.06584867258522674
1,Déjà Vu,No Info,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen",Unknown,2019-01-02,2013,7,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019.0,1.0,1,Season,0.05404249988185286
0,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",United Kingdom,2019-01-02,1975,4,92 min,"Action & Adventure, Classic Movies, Comedies",2019.0,1.0,92,min,0.05404249988185286
0,Haunters: The Art of the Scare,Jon Schnitzer,,United States,2018-01-02,2017,9,89 min,"Documentaries, Horror Movies",2018.0,1.0,89,min,0.042236327178478986
0,Mustang Island,Craig Elrod,"Macon Blair, Lee Eddy, John Merriman, Byron Brown, Jason Newman",United States,2018-01-02,2017,7,86 min,"Comedies, Dramas, Independent Movies",2018.0,1.0,86,min,0.042236327178478986
0,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",,France,2018-01-02,2015,7,52 min,"Documentaries, International Movies",2018.0,1.0,52,min,0.042236327178478986
0,Auschwitz: Blueprints of Genocide,Mike Rossiter,Roy Marsden,United Kingdom,2019-01-19,1994,10,49 min,Documentaries,2019.0,1.0,49,min,0.05404249988185286
0,Harith Iskander: I Told You So,Michael McKay,Harith Iskander,United States,2018-01-19,2018,10,62 min,Stand-Up Comedy,2018.0,1.0,62,min,0.042236327178478986
0,Step Sisters,Charles Stone III,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,2018-01-19,2018,7,108 min,Comedies,2018.0,1.0,108,min,0.042236327178478986
0,The Open House,"Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins, Aaron Abrams, Edward Olson, Katie Walder, Paul Rae",United States,2018-01-19,2018,9,95 min,"Horror Movies, Thrillers",2018.0,1.0,95,min,0.042236327178478986
0,Good Kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,2017-01-19,2016,6,90 min,"Comedies, Independent Movies",2017.0,1.0,90,min,0.030430154475105116
0,The Bling Ring,Sofia Coppola,"Emma Watson, Leslie Mann, Carlos Miranda, Israel Broussard, Taissa Farmiga, Katie Chang, Georgia Rock, Claire Julien","United States, United Kingdom, France, Germany, Japan",2020-01-18,2013,6,91 min,"Dramas, Independent Movies",2020.0,1.0,91,min,0.06584867258522674
0,Close,No Info,"Noomi Rapace, Sophie Nélisse, Indira Varma, George Georgiou, Christopher Sciueref, Eoin Macken","United Kingdom, United States",2019-01-18,2019,9,95 min,"Action & Adventure, International Movies",2019.0,1.0,95,min,0.05404249988185286
0,FYRE: The Greatest Party That Never Happened,Chris Smith,,United States,2019-01-18,2019,9,98 min,Documentaries,2019.0,1.0,98,min,0.05404249988185286
0,IO,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",United States,2019-01-18,2019,7,96 min,"Dramas, Sci-Fi & Fantasy",2019.0,1.0,96,min,0.05404249988185286
0,Lady-Like,No Info,"Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles",United States,2019-01-18,2018,1,83 min,"Comedies, Independent Movies",2019.0,1.0,83,min,0.05404249988185286
1,Legends of Strength,No Info,"Eugen Sandow, Apollon",United States,2019-01-18,2017,10,1 Season,Docuseries,2019.0,1.0,1,Season,0.05404249988185286
1,Memory Love,No Info,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",Unknown,2019-01-18,2017,7,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019.0,1.0,1,Season,0.05404249988185286
0,Old Lord Savanna,André D'Elia,Leonardo Ribeiro,Brazil,2019-01-18,2018,10,96 min,"Documentaries, International Movies",2019.0,1.0,96,min,0.05404249988185286
0,Patria,Matías Gueilburt,Paco Ignacio Taibo II,Mexico,2019-01-18,2019,9,90 min,"Documentaries, International Movies",2019.0,1.0,90,min,0.05404249988185286
0,Soni,Ivan Ayr,"Geetika Vidya Ohlyan, Saloni Batra, Mohinder Gujral, Mohit Chauhan, Vikas Shukla, Gauri Chakraborty, Simrat Kaur, Dimple Kaur",India,2019-01-18,2018,9,97 min,"Dramas, Independent Movies, International Movies",2019.0,1.0,97,min,0.05404249988185286
1,Strongland,No Info,,Unknown,2019-01-18,2018,10,1 Season,"Docuseries, International TV Shows",2019.0,1.0,1,Season,0.05404249988185286
1,Trigger Warning with Killer Mike,No Info,Killer Mike,Unknown,2019-01-18,2019,9,1 Season,Docuseries,2019.0,1.0,1,Season,0.05404249988185286
0,Bad Day for the Cut,Chris Baugh,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",United Kingdom,2018-01-18,2017,9,99 min,"Independent Movies, International Movies, Thrillers",2018.0,1.0,99,min,0.042236327178478986
1,Tiempos de guerra,No Info,"Amaia Salamanca, Álex García, Alicia Borrachero, José Sacristán, Verónica Sánchez, Álex Gadea, Anna Moliner, Cristóbal Suárez, Silvia Alonso, Daniel Lundh, Nuria Herrero",Spain,2018-01-18,2017,9,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2018.0,1.0,1,Season,0.042236327178478986
0,Enlighten Us,Jenny Carchman,James Arthur Ray,United States,2017-01-18,2016,7,93 min,Documentaries,2017.0,1.0,93,min,0.030430154475105116
0,A Fall from Grace,Tyler Perry,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb, Mehcad Brooks, Adrian Pasdar, Tyler Perry",Unknown,2020-01-17,2020,9,121 min,"Dramas, Thrillers",2020.0,1.0,121,min,0.06584867258522674
1,Ares,No Info,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer",Unknown,2020-01-17,2020,9,1 Season,"International TV Shows, TV Dramas, TV Horror",2020.0,1.0,1,Season,0.06584867258522674
1,Nailed It! Germany,No Info,"Angelina Kirsch, Bernd Siefert",Unknown,2020-01-17,2020,7,1 Season,"International TV Shows, Reality TV",2020.0,1.0,1,Season,0.06584867258522674
0,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,2018-01-17,2018,9,62 min,Stand-Up Comedy,2018.0,1.0,62,min,0.042236327178478986
1,Godzilla,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,2018-01-17,2017,7,1 Season,TV Shows,2018.0,1.0,1,Season,0.042236327178478986
0,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,2017-01-17,2017,9,66 min,Stand-Up Comedy,2017.0,1.0,66,min,0.030430154475105116
0,Roger Corman's Death Race 2050,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson",United States,2017-01-17,2017,6,93 min,"Action & Adventure, Sci-Fi & Fantasy",2017.0,1.0,93,min,0.030430154475105116
1,Şubat,No Info,"Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan Uğur, Ülkü Duru, Tansu Biçer, Nadir Sarıbacak, Sermet Yeşil, Ayhan Kavas",Turkey,2017-01-17,2013,7,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2017.0,1.0,1,Season,0.030430154475105116
0,The Square,Jehane Noujaim,"Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam, Bothaina Kamel, Dina Abdullah, Aida Elkashef, Ragia Omran, Pierre Seyoufr, Dina Amer, Sherif Boray, Khaled Nagy, Salma Saied, Ahmed Saleh, Alaa Seif","United Kingdom, Egypt, United States",2014-01-17,2013,9,105 min,"Documentaries, International Movies",2014.0,1.0,105,min,-0.004988363635016504
0,Deadcon,Caryn Waechter,"Lauren Elizabeth, Claudia Sulewski, Keith Machekanyanga, Mimi Gianopulos, Lukas Gage, Carl Gilliard, Caeli, Mark Dohner, Jessie Paege, Richard Kohnke, Dominic Burgess, Judah Mackey",United States,2020-01-16,2019,9,78 min,Horror Movies,2020.0,1.0,78,min,0.06584867258522674
0,Get Him to the Greek,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal",United States,2020-01-16,2010,6,109 min,"Comedies, Music & Musicals",2020.0,1.0,109,min,0.06584867258522674
1,Handsome Siblings,No Info,"Hu Yitian, Chen Zheyuan, Liang Jie, Vicky Liang, Tay Ping Hui, Nikita Mao, Gallen Lo, Song Wenzuo, Jin Song, Jason Zheng",China,2020-01-16,2020,7,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2020.0,1.0,1,Season,0.06584867258522674
0,Hop,Tim Hill,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, Hugh Laurie, Tiffany Espensen, David Hasselhoff, Chelsea Handler","United States, India, Malaysia, Taiwan, Canada, United Kingdom",2020-01-16,2011,4,95 min,"Children & Family Movies, Comedies",2020.0,1.0,95,min,0.06584867258522674
0,Jezebel,Numa Perrier,"Tiffany Tenille, Numa Perrier, Stephen Barrington, Bobby Field, Rockwelle Dortch, Zoe Tyson, Dennis Jaffee, Jessa Zarubica, RiRia, Charlie Taylor, Amy Aitken, Brett Gelman",United States,2020-01-16,2019,9,86 min,"Dramas, Independent Movies",2020.0,1.0,86,min,0.06584867258522674
0,Legend,Brian Helgeland,"Tom Hardy, Emily Browning, David Thewlis, Duffy, Christopher Eccleston, Chazz Palminteri, Paul Bettany, Taron Egerton, Colin Morgan, Tara Fitzgerald","United Kingdom, France, United States",2020-01-16,2015,6,132 min,"Dramas, International Movies, Thrillers",2020.0,1.0,132,min,0.06584867258522674
0,NiNoKuni,Yoshiyuki Momose,"Kento Yamazaki, Mackenyu, Mei Nagano, Mamoru Miyano, Maaya Sakamoto, Yuki Kaji, Kenjiro Tsuda, Koichi Yamadera, Masatoh Ibu, Tsuyoshi Muro",Japan,2020-01-16,2019,7,107 min,"Action & Adventure, Anime Features, Children & Family Movies",2020.0,1.0,107,min,0.06584867258522674
0,Steve Jobs,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels, Michael Stuhlbarg, Katherine Waterston, Perla Haney-Jardine, Sarah Snook, John Ortiz, Adam Shapiro","United Kingdom, United States",2020-01-16,2015,6,122 min,Dramas,2020.0,1.0,122,min,0.06584867258522674
0,Driven to Dance,No Info,"Juliet Doherty, Kaitlyn Black",United States,2019-01-16,2018,10,99 min,Dramas,2019.0,1.0,99,min,0.05404249988185286
0,Skyline,"Colin Strause, Greg Strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",United States,2019-01-16,2010,5,94 min,"Action & Adventure, Sci-Fi & Fantasy",2019.0,1.0,94,min,0.05404249988185286
0,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","United States, United Kingdom, France",2018-01-16,2009,6,106 min,"Comedies, Independent Movies",2018.0,1.0,106,min,0.042236327178478986
0,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",United States,2018-01-16,2013,6,117 min,"Dramas, Independent Movies, LGBTQ Movies",2018.0,1.0,117,min,0.042236327178478986
0,Katt Williams: Great America,No Info,Katt Williams,United States,2018-01-16,2018,9,60 min,Stand-Up Comedy,2018.0,1.0,60,min,0.042236327178478986
0,Flash of Genius,Marc Abraham,"Greg Kinnear, Lauren Graham, Dermot Mulroney, Alan Alda, Bill Smitrovich, Mitch Pileggi, Daniel Roebuck, Tim Kelleher, Aaron Abrams, Chuck Shamata, Andrew Gillies","Canada, United States",2017-01-16,2008,5,119 min,Dramas,2017.0,1.0,119,min,0.030430154475105116
0,The Rezort,Steve Barker,"Dougray Scott, Jessica De Gouw, Martin McCann, Jassa Ahluwalia, Elen Rhys, Claire Goose","United Kingdom, Spain, Belgium",2017-01-16,2016,9,90 min,"Horror Movies, International Movies",2017.0,1.0,90,min,0.030430154475105116
0,Big Fat Liar,Shawn Levy,"Frankie Muniz, Paul Giamatti, Amanda Bynes, Amanda Detmer, Donald Faison, Sandra Oh, Russell Hornsby, Michael Bryan French, Christine Tucci, Lee Majors, John Cho","United States, Germany",2020-01-15,2002,4,88 min,"Children & Family Movies, Comedies",2020.0,1.0,88,min,0.06584867258522674
0,Bulbul Can Sing,Rima Das,"Arnali Das, Manoranjan Das, Banita Thakuriya, Manabendra Das, Deepjyoti Kalita, Pakija Begum",India,2020-01-15,2018,7,95 min,"Dramas, Independent Movies, International Movies",2020.0,1.0,95,min,0.06584867258522674
0,Eye For An Eye,Paco Plaza,"Luis Tosar, Xan Cejudo, Ismael Martínez, Enric Auquer, María Vázquez, Daniel Currás, Rebeca Montero, Luisa Mayol, Jessica Serna, Tamara Canosa",Spain,2020-01-15,2019,9,108 min,"Dramas, International Movies, Thrillers",2020.0,1.0,108,min,0.06584867258522674
1,Killer Inside: The Mind of Aaron Hernandez,No Info,Aaron Hernandez,United States,2020-01-15,2020,9,1 Season,"Crime TV Shows, Docuseries",2020.0,1.0,1,Season,0.06584867258522674
0,MindGamers,Andrew Goth,"Tom Payne, Melia Kreiling, Antonia Campbell-Hughes, Sam Neill, Turlough Convery, Oliver Stark, Dominique Tipper, Ryan Doyle, Simon Paisley-day, Pedja Bjelac",Austria,2020-01-15,2017,6,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers",2020.0,1.0,99,min,0.06584867258522674
0,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",United States,2020-01-15,2019,6,95 min,Dramas,2020.0,1.0,95,min,0.06584867258522674
0,The Brave,William Kaufman,"Armand Assante, Louis Mandylor, Yuriy Kutsenko, Ravshana Kurkova, Igor Jijikine, Ivan Makarevich, Bessart Kallaku, Ervin Bejleri",United States,2020-01-15,2019,9,103 min,"Action & Adventure, Independent Movies",2020.0,1.0,103,min,0.06584867258522674
0,Where the Money Is,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada",2020-01-15,2000,5,89 min,"Action & Adventure, Comedies, Dramas",2020.0,1.0,89,min,0.06584867258522674
0,Abducted in Plain Sight,Skye Borgman,,United States,2019-01-15,2017,7,90 min,Documentaries,2019.0,1.0,90,min,0.05404249988185286
0,"Abdullah, The Final Witness",Hashim Nadeem Khan,"Sajid Hasan, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Sadia, Imran Tareen, Asal Deen, Yameen Shah",Pakistan,2019-01-15,2016,7,88 min,"Dramas, International Movies",2019.0,1.0,88,min,0.05404249988185286
0,Adhugo,No Info,,India,2019-01-15,2018,7,105 min,"Comedies, International Movies, Thrillers",2019.0,1.0,105,min,0.05404249988185286
0,Chupan Chupai,Mohsin Ali,"Ahsan Khan, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Vajdaan Shah, Zayed Sheikh, Talat Hussain, Javed Sheikh",Pakistan,2019-01-15,2017,7,118 min,"Comedies, International Movies",2019.0,1.0,118,min,0.05404249988185286
0,Deadly Switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,2019-01-15,2019,10,86 min,"Independent Movies, Thrillers",2019.0,1.0,86,min,0.05404249988185286
0,Echcharikkai,Sarjun,"Sathyaraj, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, Jayakumar, Yogi Babu, Soundar, L. Alice",India,2019-01-15,2018,7,127 min,"International Movies, Thrillers",2019.0,1.0,127,min,0.05404249988185286
1,La Rosa de Guadalupe,No Info,"Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas",Mexico,2019-01-15,2010,10,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",2019.0,1.0,1,Season,0.05404249988185286
1,La Viuda Negra,Alejandro Lozano,"Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez","Colombia, Mexico, United States",2019-01-15,2016,7,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019.0,1.0,1,Season,0.05404249988185286
1,Lavender,No Info,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi",Taiwan,2019-01-15,2002,7,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019.0,1.0,1,Season,0.05404249988185286
0,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,2019-01-15,2018,7,88 min,Thrillers,2019.0,1.0,88,min,0.05404249988185286
0,Pandigai,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",India,2019-01-15,2017,7,125 min,"Action & Adventure, Dramas, International Movies",2019.0,1.0,125,min,0.05404249988185286
0,Pari,Syed Atif Ali,"Junaid Akhtar, Azekah Daniel, Khushi Maheen, Saleem Mairaj, Qavi Khan, Rasheed Naz, Faiq Asim",Pakistan,2019-01-15,2018,7,116 min,"Horror Movies, International Movies",2019.0,1.0,116,min,0.05404249988185286
0,Revenger,Lee Seung-won,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",South Korea,2019-01-15,2018,9,102 min,"Action & Adventure, International Movies",2019.0,1.0,102,min,0.05404249988185286
0,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,Sebastian Maniscalco,United States,2019-01-15,2019,9,65 min,Stand-Up Comedy,2019.0,1.0,65,min,0.05404249988185286
0,The Devil We Know,"Stephanie Soechtig, Jeremy Seifert",,United States,2019-01-15,2018,7,88 min,Documentaries,2019.0,1.0,88,min,0.05404249988185286
0,The Doll,Rocky Soraya,"Shandy Aulia, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza, Demian Aditya, Faiza Mahnur, Hans Gunawan, Aslam Abad, Annette Edoarda, Wenty Mamenda",Indonesia,2019-01-15,2016,9,106 min,"Horror Movies, International Movies",2019.0,1.0,106,min,0.05404249988185286
0,The Doll 2,Rocky Soraya,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez",Indonesia,2019-01-15,2017,9,117 min,"Horror Movies, International Movies",2019.0,1.0,117,min,0.05404249988185286
0,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,2018-01-15,2016,4,94 min,"Dramas, Sci-Fi & Fantasy",2018.0,1.0,94,min,0.042236327178478986
0,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman, Rolan Bykov, Prem Chopra, Yakub Akhmedov, Madan Puri, Sofiko Chiaureli","Soviet Union, India",2018-01-15,1980,10,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018.0,1.0,147,min,0.042236327178478986
0,Down The Fence,M.J. Isakson,,United States,2018-01-15,2017,10,94 min,Documentaries,2018.0,1.0,94,min,0.042236327178478986
0,Face 2 Face,Matt Toronto,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",United States,2018-01-15,2017,9,89 min,"Dramas, Independent Movies",2018.0,1.0,89,min,0.042236327178478986
0,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",United Kingdom,2018-01-15,2017,9,89 min,"Documentaries, International Movies",2018.0,1.0,89,min,0.042236327178478986
0,One More Shot,Noah Moskin,,United States,2018-01-15,2017,9,89 min,Documentaries,2018.0,1.0,89,min,0.042236327178478986
0,Operation Chromite,John H. Lee,"Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park",South Korea,2018-01-15,2016,2,111 min,"Action & Adventure, Dramas, International Movies",2018.0,1.0,111,min,0.042236327178478986
0,Phir Se,"Ajay Bhuyan, Kunal Kohli","Kunal Kohli, Jennifer Winget, Sumona Chakravarti, Sushmita Mukherjee, Kanwaljit Singh, Dalip Tahil, Rajit Kapoor",India,2018-01-15,2015,7,118 min,"International Movies, Romantic Movies",2018.0,1.0,118,min,0.042236327178478986
